A3LH1VPY6T8255	1	0	119.0
A3LH1VPY6T8255	1	1	118.0
A3LH1VPY6T8255	1	2	110.0
A3LH1VPY6T8255	1	3	110.0
A35RGUQZRI1Q3M	1	0	101.0
A35RGUQZRI1Q3M	1	1	99.0
A35RGUQZRI1Q3M	1	2	104.0
A35RGUQZRI1Q3M	1	3	104.0
A1ZESF24O4IW28	1	0	93.0
A1ZESF24O4IW28	1	1	99.0
A1ZESF24O4IW28	1	2	96.0
A1ZESF24O4IW28	1	3	101.0
AGN9KSJLLFK1U	1	0	117.0
AGN9KSJLLFK1U	1	1	117.0
AGN9KSJLLFK1U	1	2	117.0
AGN9KSJLLFK1U	1	3	121.0
A1LRJ2MQD4AMES	1	0	95.0
A1LRJ2MQD4AMES	1	1	99.0
A1LRJ2MQD4AMES	1	2	98.0
A1LRJ2MQD4AMES	1	3	98.0
A1BI3WXOR5CTHQ	1	0	128.0
A1BI3WXOR5CTHQ	1	1	128.0
A1BI3WXOR5CTHQ	1	2	128.0
A1BI3WXOR5CTHQ	1	3	128.0
AMSUHCUTF1AAC	1	0	106.0
AMSUHCUTF1AAC	1	1	101.0
AMSUHCUTF1AAC	1	2	100.0
AMSUHCUTF1AAC	1	3	99.0
A1C57DJF1HCR3Q	1	0	99.0
A1C57DJF1HCR3Q	1	1	100.0
A1C57DJF1HCR3Q	1	2	99.0
A1C57DJF1HCR3Q	1	3	99.0
A3LH1VPY6T8255	0	0	107.0
A3LH1VPY6T8255	0	1	128.0
A3LH1VPY6T8255	0	2	119.0
A3LH1VPY6T8255	0	3	117.0
A35RGUQZRI1Q3M	0	0	97.0
A35RGUQZRI1Q3M	0	1	102.0
A35RGUQZRI1Q3M	0	2	101.0
A35RGUQZRI1Q3M	0	3	97.0
A1ZESF24O4IW28	0	0	95.0
A1ZESF24O4IW28	0	1	95.0
A1ZESF24O4IW28	0	2	99.0
A1ZESF24O4IW28	0	3	95.0
AGN9KSJLLFK1U	0	0	117.0
AGN9KSJLLFK1U	0	1	117.0
AGN9KSJLLFK1U	0	2	117.0
AGN9KSJLLFK1U	0	3	117.0
A1LRJ2MQD4AMES	0	0	97.0
A1LRJ2MQD4AMES	0	1	98.0
A1LRJ2MQD4AMES	0	2	98.0
A1LRJ2MQD4AMES	0	3	97.0
A1BI3WXOR5CTHQ	0	0	128.0
A1BI3WXOR5CTHQ	0	1	128.0
A1BI3WXOR5CTHQ	0	2	128.0
A1BI3WXOR5CTHQ	0	3	128.0
AMSUHCUTF1AAC	0	0	108.0
AMSUHCUTF1AAC	0	1	99.0
AMSUHCUTF1AAC	0	2	110.0
AMSUHCUTF1AAC	0	3	104.0
A1C57DJF1HCR3Q	0	0	96.0
A1C57DJF1HCR3Q	0	1	105.0
A1C57DJF1HCR3Q	0	2	105.0
A1C57DJF1HCR3Q	0	3	98.0
A3LH1VPY6T8255	3	0	108.0
A3LH1VPY6T8255	3	1	108.0
A3LH1VPY6T8255	3	2	118.0
A3LH1VPY6T8255	3	3	119.0
A35RGUQZRI1Q3M	3	0	106.0
A35RGUQZRI1Q3M	3	1	102.0
A35RGUQZRI1Q3M	3	2	104.0
A35RGUQZRI1Q3M	3	3	101.0
A1ZESF24O4IW28	3	0	106.0
A1ZESF24O4IW28	3	1	106.0
A1ZESF24O4IW28	3	2	106.0
A1ZESF24O4IW28	3	3	105.0
AGN9KSJLLFK1U	3	0	117.0
AGN9KSJLLFK1U	3	1	117.0
AGN9KSJLLFK1U	3	2	117.0
AGN9KSJLLFK1U	3	3	117.0
A1LRJ2MQD4AMES	3	0	99.0
A1LRJ2MQD4AMES	3	1	101.0
A1LRJ2MQD4AMES	3	2	101.0
A1LRJ2MQD4AMES	3	3	101.0
A1BI3WXOR5CTHQ	3	0	128.0
A1BI3WXOR5CTHQ	3	1	128.0
A1BI3WXOR5CTHQ	3	2	128.0
A1BI3WXOR5CTHQ	3	3	128.0
AMSUHCUTF1AAC	3	0	99.0
AMSUHCUTF1AAC	3	1	99.0
AMSUHCUTF1AAC	3	2	102.0
AMSUHCUTF1AAC	3	3	99.0
A1C57DJF1HCR3Q	3	0	118.0
A1C57DJF1HCR3Q	3	1	106.0
A1C57DJF1HCR3Q	3	2	106.0
A1C57DJF1HCR3Q	3	3	106.0
A3LH1VPY6T8255	2	0	117.0
A3LH1VPY6T8255	2	1	112.0
A3LH1VPY6T8255	2	2	118.0
A3LH1VPY6T8255	2	3	118.0
A35RGUQZRI1Q3M	2	0	121.0
A35RGUQZRI1Q3M	2	1	112.0
A35RGUQZRI1Q3M	2	2	112.0
A35RGUQZRI1Q3M	2	3	108.0
A1ZESF24O4IW28	2	0	103.0
A1ZESF24O4IW28	2	1	100.0
A1ZESF24O4IW28	2	2	101.0
A1ZESF24O4IW28	2	3	100.0
AGN9KSJLLFK1U	2	0	117.0
AGN9KSJLLFK1U	2	1	119.0
AGN9KSJLLFK1U	2	2	117.0
AGN9KSJLLFK1U	2	3	117.0
A1LRJ2MQD4AMES	2	0	98.0
A1LRJ2MQD4AMES	2	1	97.0
A1LRJ2MQD4AMES	2	2	98.0
A1LRJ2MQD4AMES	2	3	99.0
A1BI3WXOR5CTHQ	2	0	128.0
A1BI3WXOR5CTHQ	2	1	128.0
A1BI3WXOR5CTHQ	2	2	128.0
A1BI3WXOR5CTHQ	2	3	128.0
AMSUHCUTF1AAC	2	0	99.0
AMSUHCUTF1AAC	2	1	99.0
AMSUHCUTF1AAC	2	2	99.0
AMSUHCUTF1AAC	2	3	99.0
A1C57DJF1HCR3Q	2	0	96.0
A1C57DJF1HCR3Q	2	1	110.0
A1C57DJF1HCR3Q	2	2	112.0
A1C57DJF1HCR3Q	2	3	112.0
A3LH1VPY6T8255	4	0	117.0
A3LH1VPY6T8255	4	1	112.0
A3LH1VPY6T8255	4	2	118.0
A3LH1VPY6T8255	4	3	111.0
A35RGUQZRI1Q3M	4	0	99.0
A35RGUQZRI1Q3M	4	1	100.0
A35RGUQZRI1Q3M	4	2	102.0
A35RGUQZRI1Q3M	4	3	102.0
A1ZESF24O4IW28	4	0	103.0
A1ZESF24O4IW28	4	1	103.0
A1ZESF24O4IW28	4	2	103.0
A1ZESF24O4IW28	4	3	103.0
AGN9KSJLLFK1U	4	0	117.0
AGN9KSJLLFK1U	4	1	117.0
AGN9KSJLLFK1U	4	2	119.0
AGN9KSJLLFK1U	4	3	119.0
A1LRJ2MQD4AMES	4	0	99.0
A1LRJ2MQD4AMES	4	1	99.0
A1LRJ2MQD4AMES	4	2	99.0
A1LRJ2MQD4AMES	4	3	99.0
A1BI3WXOR5CTHQ	4	0	128.0
A1BI3WXOR5CTHQ	4	1	128.0
A1BI3WXOR5CTHQ	4	2	128.0
A1BI3WXOR5CTHQ	4	3	128.0
AMSUHCUTF1AAC	4	0	102.0
AMSUHCUTF1AAC	4	1	102.0
AMSUHCUTF1AAC	4	2	102.0
AMSUHCUTF1AAC	4	3	102.0
A1C57DJF1HCR3Q	4	0	106.0
A1C57DJF1HCR3Q	4	1	106.0
A1C57DJF1HCR3Q	4	2	106.0
A1C57DJF1HCR3Q	4	3	106.0
