A3LH1VPY6T8255	1	0	2.0
A3LH1VPY6T8255	1	1	1.0
A3LH1VPY6T8255	1	2	2.0
A3LH1VPY6T8255	1	3	2.0
A35RGUQZRI1Q3M	1	0	5.0
A35RGUQZRI1Q3M	1	1	3.0
A35RGUQZRI1Q3M	1	2	8.0
A35RGUQZRI1Q3M	1	3	8.0
A1ZESF24O4IW28	1	0	1.0
A1ZESF24O4IW28	1	1	6.0
A1ZESF24O4IW28	1	2	3.0
A1ZESF24O4IW28	1	3	5.0
AGN9KSJLLFK1U	1	0	0.0
AGN9KSJLLFK1U	1	1	0.0
AGN9KSJLLFK1U	1	2	0.0
AGN9KSJLLFK1U	1	3	4.0
A1LRJ2MQD4AMES	1	0	2.0
A1LRJ2MQD4AMES	1	1	7.0
A1LRJ2MQD4AMES	1	2	6.0
A1LRJ2MQD4AMES	1	3	6.0
A1BI3WXOR5CTHQ	1	0	0.0
A1BI3WXOR5CTHQ	1	1	0.0
A1BI3WXOR5CTHQ	1	2	0.0
A1BI3WXOR5CTHQ	1	3	0.0
AMSUHCUTF1AAC	1	0	5.0
AMSUHCUTF1AAC	1	1	8.0
AMSUHCUTF1AAC	1	2	7.0
AMSUHCUTF1AAC	1	3	7.0
A1C57DJF1HCR3Q	1	0	3.0
A1C57DJF1HCR3Q	1	1	4.0
A1C57DJF1HCR3Q	1	2	3.0
A1C57DJF1HCR3Q	1	3	3.0
A3LH1VPY6T8255	0	0	6.0
A3LH1VPY6T8255	0	1	0.0
A3LH1VPY6T8255	0	2	2.0
A3LH1VPY6T8255	0	3	0.0
A35RGUQZRI1Q3M	0	0	4.0
A35RGUQZRI1Q3M	0	1	6.0
A35RGUQZRI1Q3M	0	2	9.0
A35RGUQZRI1Q3M	0	3	4.0
A1ZESF24O4IW28	0	0	2.0
A1ZESF24O4IW28	0	1	3.0
A1ZESF24O4IW28	0	2	6.0
A1ZESF24O4IW28	0	3	2.0
AGN9KSJLLFK1U	0	0	0.0
AGN9KSJLLFK1U	0	1	0.0
AGN9KSJLLFK1U	0	2	0.0
AGN9KSJLLFK1U	0	3	0.0
A1LRJ2MQD4AMES	0	0	1.0
A1LRJ2MQD4AMES	0	1	2.0
A1LRJ2MQD4AMES	0	2	5.0
A1LRJ2MQD4AMES	0	3	5.0
A1BI3WXOR5CTHQ	0	0	0.0
A1BI3WXOR5CTHQ	0	1	0.0
A1BI3WXOR5CTHQ	0	2	0.0
A1BI3WXOR5CTHQ	0	3	0.0
AMSUHCUTF1AAC	0	0	0.0
AMSUHCUTF1AAC	0	1	3.0
AMSUHCUTF1AAC	0	2	9.0
AMSUHCUTF1AAC	0	3	8.0
A1C57DJF1HCR3Q	0	0	0.0
A1C57DJF1HCR3Q	0	1	4.0
A1C57DJF1HCR3Q	0	2	4.0
A1C57DJF1HCR3Q	0	3	5.0
A3LH1VPY6T8255	3	0	0.0
A3LH1VPY6T8255	3	1	0.0
A3LH1VPY6T8255	3	2	1.0
A3LH1VPY6T8255	3	3	2.0
A35RGUQZRI1Q3M	3	0	10.0
A35RGUQZRI1Q3M	3	1	6.0
A35RGUQZRI1Q3M	3	2	8.0
A35RGUQZRI1Q3M	3	3	5.0
A1ZESF24O4IW28	3	0	5.0
A1ZESF24O4IW28	3	1	5.0
A1ZESF24O4IW28	3	2	5.0
A1ZESF24O4IW28	3	3	4.0
AGN9KSJLLFK1U	3	0	0.0
AGN9KSJLLFK1U	3	1	0.0
AGN9KSJLLFK1U	3	2	0.0
AGN9KSJLLFK1U	3	3	0.0
A1LRJ2MQD4AMES	3	0	6.0
A1LRJ2MQD4AMES	3	1	8.0
A1LRJ2MQD4AMES	3	2	8.0
A1LRJ2MQD4AMES	3	3	8.0
A1BI3WXOR5CTHQ	3	0	0.0
A1BI3WXOR5CTHQ	3	1	0.0
A1BI3WXOR5CTHQ	3	2	0.0
A1BI3WXOR5CTHQ	3	3	0.0
AMSUHCUTF1AAC	3	0	7.0
AMSUHCUTF1AAC	3	1	7.0
AMSUHCUTF1AAC	3	2	9.0
AMSUHCUTF1AAC	3	3	6.0
A1C57DJF1HCR3Q	3	0	10.0
A1C57DJF1HCR3Q	3	1	13.0
A1C57DJF1HCR3Q	3	2	13.0
A1C57DJF1HCR3Q	3	3	13.0
A3LH1VPY6T8255	2	0	0.0
A3LH1VPY6T8255	2	1	4.0
A3LH1VPY6T8255	2	2	1.0
A3LH1VPY6T8255	2	3	1.0
A35RGUQZRI1Q3M	2	0	4.0
A35RGUQZRI1Q3M	2	1	11.0
A35RGUQZRI1Q3M	2	2	11.0
A35RGUQZRI1Q3M	2	3	12.0
A1ZESF24O4IW28	2	0	7.0
A1ZESF24O4IW28	2	1	8.0
A1ZESF24O4IW28	2	2	9.0
A1ZESF24O4IW28	2	3	7.0
AGN9KSJLLFK1U	2	0	0.0
AGN9KSJLLFK1U	2	1	2.0
AGN9KSJLLFK1U	2	2	0.0
AGN9KSJLLFK1U	2	3	0.0
A1LRJ2MQD4AMES	2	0	6.0
A1LRJ2MQD4AMES	2	1	5.0
A1LRJ2MQD4AMES	2	2	5.0
A1LRJ2MQD4AMES	2	3	6.0
A1BI3WXOR5CTHQ	2	0	0.0
A1BI3WXOR5CTHQ	2	1	0.0
A1BI3WXOR5CTHQ	2	2	0.0
A1BI3WXOR5CTHQ	2	3	0.0
AMSUHCUTF1AAC	2	0	7.0
AMSUHCUTF1AAC	2	1	7.0
AMSUHCUTF1AAC	2	2	7.0
AMSUHCUTF1AAC	2	3	7.0
A1C57DJF1HCR3Q	2	0	4.0
A1C57DJF1HCR3Q	2	1	9.0
A1C57DJF1HCR3Q	2	2	11.0
A1C57DJF1HCR3Q	2	3	11.0
A3LH1VPY6T8255	4	0	0.0
A3LH1VPY6T8255	4	1	4.0
A3LH1VPY6T8255	4	2	1.0
A3LH1VPY6T8255	4	3	3.0
A35RGUQZRI1Q3M	4	0	6.0
A35RGUQZRI1Q3M	4	1	8.0
A35RGUQZRI1Q3M	4	2	9.0
A35RGUQZRI1Q3M	4	3	9.0
A1ZESF24O4IW28	4	0	7.0
A1ZESF24O4IW28	4	1	7.0
A1ZESF24O4IW28	4	2	7.0
A1ZESF24O4IW28	4	3	7.0
AGN9KSJLLFK1U	4	0	0.0
AGN9KSJLLFK1U	4	1	0.0
AGN9KSJLLFK1U	4	2	2.0
AGN9KSJLLFK1U	4	3	2.0
A1LRJ2MQD4AMES	4	0	6.0
A1LRJ2MQD4AMES	4	1	6.0
A1LRJ2MQD4AMES	4	2	6.0
A1LRJ2MQD4AMES	4	3	6.0
A1BI3WXOR5CTHQ	4	0	0.0
A1BI3WXOR5CTHQ	4	1	0.0
A1BI3WXOR5CTHQ	4	2	0.0
A1BI3WXOR5CTHQ	4	3	0.0
AMSUHCUTF1AAC	4	0	9.0
AMSUHCUTF1AAC	4	1	9.0
AMSUHCUTF1AAC	4	2	9.0
AMSUHCUTF1AAC	4	3	9.0
A1C57DJF1HCR3Q	4	0	13.0
A1C57DJF1HCR3Q	4	1	13.0
A1C57DJF1HCR3Q	4	2	13.0
A1C57DJF1HCR3Q	4	3	13.0
